澳克机械,苏州澳克机械有限公司,苏州市吴江区黎里镇莘塔申龙路86号,,
澳诺（中国）,澳诺(中国)制药有限公司,河北省保定市翠园街1099号,,
澳诺制药,澳诺(中国)制药有限公司,河北省保定市翠园街1099号,,
澳润信息,上海澳润信息科技有限公司,上海市松江区新浜镇赵王一字路30号,,
澳赛诺,杭州澳赛诺生物科技有限公司,浙江省杭州市建德市下涯镇丰和路18号,,
澳通韦尔,上海澳通韦尔电力电子有限公司,上海市奉贤区环城东路123弄1号2幢一层A1区,,
澳洋集团,澳洋集团有限公司,杨舍镇塘市镇中路,,
澳洋健康,江苏澳洋健康产业股份有限公司,江苏省张家港市杨舍镇塘市镇中路018号,,
澳洋顺昌,江苏澳洋顺昌股份有限公司,江苏省张家港市杨舍镇新泾中路10号,,
澳医保灵,杭州澳医保灵药业有限公司,浙江省杭州经济技术开发区23号大街668号,,
鏊投网络,上海鏊投网络科技有限公司,上海市宝山区蕴川路5475号2895室,,
八百里,湖南八百里水产股份有限公司,长沙市望城区乔口镇大垅围村,,
八达公司,浙江八达建设集团有限公司,诸暨市暨阳街道友谊路138号,,
八达岭乳业,北京八达岭乳业有限公司,北京市延庆区大榆树镇东杏园村,,
八达路桥,江苏八达路桥有限公司,常州市钟楼区邹区镇卜弋工业园区,,
八达园林,江苏八达园林有限责任公司,常州市武进区嘉泽镇江南花都产业园1号楼一层,,
八斗米,深圳市八斗米科技有限公司,深圳市龙华区龙华街道龙园社区人民路商业中心二期A2413,,
八方彩印,宁波八方彩印包装有限公司,浙江省宁波市海曙区高桥镇新联村,,
八钢公司,新疆八钢金属制品有限公司,新疆乌鲁木齐市头屯河区工业园,,
八九八,八九八创新空间(北京)科技有限公司,北京市朝阳区酒仙桥将台路14号50幢二层98201室,,
八菱科技,南宁八菱科技股份有限公司,南宁市高新区工业园区科德路１号,,
八六三,江西八六三实业有限公司,江西省萍乡市安源区工业园金光大道,,
八一钢铁,新疆八一钢铁股份有限公司,新疆乌鲁木齐市头屯河区新钢路,,
八一钢铁集团有限责任公司,新疆八一钢铁集团有限责任公司好西部酒店,乌鲁木齐头区八一路,,
八益电缆,常州八益电缆股份有限公司,常州市新北区电子科技产业园科技大道18号,,
八爪渔文化,宿迁八爪鱼文化发展有限公司,宿迁市沭阳县东方现代城10幢4-2室,,
巴安水务,上海巴安水务股份有限公司,上海市青浦区章练塘路666号,,
巴登城,武汉巴登城投资有限公司,武汉市江夏区五里界,,
巴东凯龙的,巴东凯龙化工建材有限公司,信陵镇巫峡路2号,,
巴菰生物,云南巴菰生物科技有限公司,"云南省昆明经济技术开发区信息产业基地春漫大道80号云南海归创业园2幢5楼501-513,502-526号",,
巴河水电,四川巴河水电开发有限公司,四川省平昌县江口镇新华街西段292号,,
巴克莱银行,英国巴克莱银行有限公司上海分行,中国（上海）自由贸易试验区陆家嘴环路1233号汇亚大厦31楼3101室、3102B室,,
巴克斯酒业,上海巴克斯酒业有限公司,浦东新区新场镇新沃路88号,,
巴陵节能,湖南巴陵炉窑节能股份有限公司,岳阳经济技术开发区康王乡茶园村新旗组,,
巴伦技术,深圳市巴伦技术股份有限公司,深圳市南山区沙河街道沙河西路3011号白沙物流公司仓库之二一楼B区,,
巴莫科技,天津巴莫科技有限责任公司,天津市新技术产业园区华苑产业区(环外)海泰大道8号,,
巴士在线,巴士在线科技有限公司,江西省南昌市高新开发区火炬大街201号,,
巴士租赁,上海巴士汽车租赁服务有限公司,上海市浦东新区丽正路1628号4幢1026室,,
巴彦淖尔西部铜业,巴彦淖尔西部铜业有限公司,内蒙古自治区巴彦淖尔市 乌拉特后旗获各琦苏木,,
巴源矿业,北川巴源矿业发展有限公司,北川羌族自治县香泉乡工业集中区,,
巴正荣,湖州中汇纺织服装有限公司,湖州市车站路12号,,
巴州伟博,巴州伟波农业服务专业合作社,新疆<em>巴州</em>第二师三十四团六连,,
芭蕉河水电,湖北芭蕉河水电开发有限责任公司,鹤峰县容美镇官坪村四组落山坝,,
芭田股份,深圳市芭田生态工程股份有限公司,深圳市南山区高新技术园学府路63号联合总部大厦30、31楼,,
霸州金源,霸州市金源新材料有限公司,霸州市岔河集乡西高村,,
霸州孔雀城,霸州孔雀城房地产开发有限公司,<em>霸州</em>开发区黄河道(八方达调度指挥中心大楼四层),,
霸州前华,霸州市前华房地产开发有限公司,河北省廊坊市霸州市胜芳镇原开发区中心路南,,
霸州青旅,霸州青旅房地产开发有限公司,<em>霸州</em>孔雀城喜园67#a楼,,
霸州正茂,巴州正茂商贸有限责任公司,库尔勒市团结北路金三角商贸城,,
白鸽（集团）有限公司,白鸽集团进出口有限公司,郑州市华山路７８号,,
白马控股,海南白马控股有限公司,海口市海府路一横路华宇大厦1003室,,
白马岭茶业,海南农垦乌石白马岭茶业有限公司,海南省琼中县湾<em>岭</em>镇乌石农场公司机关职工活动中心二楼,,
白山合兴,白山市合兴实业股份有限公司,白山市浑江区浑江大街1453号,,
白水农夫,福建白水农夫农业股份有限公司,屏南县棠口乡际头工业园区,,
白药控股,云南白药控股有限公司,云南省昆明市呈贡区云南白药街3686号,,
白药置业,云南白药置业有限公司,云南省昆明市呈贡区云南白药街3686号,,
白音华金山,白音华金山发电有限公司,内蒙古自治区锡林郭勒盟巴拉嘎尔高勒镇巴拉格尔街,,
白银三峰,白银三峰环保发电有限公司,甘肃省白银市白银区高新技术产业园,,
白银有色,白银有色集团股份有限公司,甘肃省白银市白银区友好路96号,,
白云电气,白云电气集团有限公司,广州市白云区神山镇石龙墟当铺街１号,,
白云电器,广州白云电器设备股份有限公司,广州市白云区神山镇大岭南路18号,,
白云机安,广州市白云机电设备安装工程有限公司,广州市白云区北太路1633号广州民营科技园<em>白云</em>电气科技大厦07层01室(仅限办公用途),,
白云机场,广州白云国际机场股份有限公司,广州市白云国际机场南工作区自编一号,,
白云金矿,辽宁招金白云黄金矿业有限公司,凤城市青城子镇<em>白云</em>村,,
白云山,广州白云山医药集团股份有限公司,广州市荔湾区沙面北街45号,,
白云山和黄中药,广州白云山和记黄埔中药有限公司,广州市白云区沙太北路389号,,
白云医用胶,广州白云医用胶有限公司,广州高新技术产业开发区科学城金峰园路2号,,
百傲化学,大连百傲化学股份有限公司,辽宁省大连普湾新区松木岛化工园区沐百路18号,,
百傲科技,上海百傲科技股份有限公司,上海市徐汇区桂平路333号1号楼4层，1号楼701室,,
百奥泰康,北京安图生物工程有限公司,北京市顺义区北务镇民泰路13号院17号楼、18号楼(科技创新功能区),,
百邦,百邦有限公司,山东省青岛市市北区广饶路28号-1,,
百步生活,百步生活科技有限公司,泰州市姜堰区罗塘街道南环西路997号,,
百步亭置业,武汉百步亭联合置业有限公司,武汉市江岸区<em>百步亭</em>花园路18号,,
百草中药,江苏百草中药有限公司,泰州市仓储路5号,,
百诚集团,浙江百诚集团股份有限公司,浙江省杭州市惠民路56号,,
百城人才,广东百城人才网络股份有限公司,汕头市龙湖区金砂路106号国际商业大厦1幢608号房（海湾新区000161号）,,
百川股权,天津海河百川股权投资基金企业(有限合伙),天津市东丽区汇智北道与汇智环路交口处东南侧智空间广场一期4号楼8层02室33号,,
百川能源,百川能源股份有限公司,汉阳区阳新路特一号,,
百川燃气,百川燃气有限公司,河北省廊坊市永清县武隆南路160号,,
百川医药,必康百川医药(河南)有限公司,商丘市江华路东段,,
百搭网络,宁波百搭网络科技有限公司,浙江省宁波市镇海区庄市街道中官西路777号,,
百达机械,阜新恒百达机械有限公司,阜新经济开发区沙海街77,,
百达精工,浙江百达精工股份有限公司,台州市经中路908弄28号,,
百大集团,百大集团股份有限公司,杭州市下城区延安路546号,,
百大置业,杭州百大置业有限公司,杭州市江干区庆春东路1-1号西子联合大厦16楼,,
百得厨卫,中山百得厨卫有限公司,中山市横栏镇富庆一路2号,,
百得胜,广州百得胜家居有限公司,广州市白云区钟落潭镇丹公路8号,,
百地年油气,宁波百地年液化石油气有限公司,浙江省宁波市大榭开发区关外路1号,,
百度,北京百度网讯科技有限公司,北京市海淀区上地十街10号<em>百度</em>大厦2层,,
百豪,宁波百豪物流有限公司,浙江省宁波市江北区华业街113号3幢207号,,
百合股份,威海百合生物技术股份有限公司,荣成市天鹅湖经济技术开发区成大路552号,,
百合花,百合花集团股份有限公司,浙江省杭州市萧山区临江工业园区农一场,,
百合网,百合佳缘网络集团股份有限公司,北京市朝阳区阜通东大街1号院5号楼1单元6层310605、310606室,,
百恒石化,奎屯百恒石化有限公司,新疆伊犁州奎屯市喀什东路78号,,
百花村部分,石河子市大新珠宝行,新疆石河子市12小区<em>百花</em><em>村</em>购物中心1F-21号（圆弧<em>部分</em>）,,
百花商业,齐齐哈尔百花商业股份有限公司,黑龙江省齐齐哈尔市铁锋区龙华路57号,,
百华科技,广东百华科技股份有限公司,广东省东莞市南城街道众利路84号4栋608室,,
百汇控股,上海百汇星融投资控股有限公司,浦东新区泥城镇新城路2号24幢302室,,
百嘉祥房地产,新疆百嘉祥房地产开发有限公司,乌鲁木齐市沙依巴克区克拉玛依东街390号,,
百江投资有限公司,港华燃气投资有限公司,深圳市罗湖区东门街道城东社区深南东路2028号罗湖商务中心3510-48,,
百康药业,辽源市百康药业有限责任公司,辽源经济开发区财富大路2858号,,
百科亨迪,湖北百科亨迪药业有限公司,荆门高新区·掇刀区杨湾路122号,,
百科投资,百科投资管理有限公司,北京市朝阳区酒仙桥路2号1-15幢4057室,,
百科药物,武汉百科药物开发有限公司,武汉经济技术开发区高科技产业园１号楼,,
百丽,新百丽鞋业(深圳)有限公司,深圳市龙华区大浪街道华宁西路99号,,
百丽国际,新百丽鞋业(深圳)有限公司,深圳市龙华区大浪街道华宁西路99号,,
百利电气,天津市百利电气有限公司,天津市西青经济开发区民和道12号,,
百利机电,深圳市广百利机电工程有限公司,深圳市宝安区福海街道桥头社区宝安大道6277号302,,
百利建设,中百利呈建设工程有限公司,贵州省贵阳市南明区花果园大街1号花果园项目F区2栋37层08号,,
百利科技,湖南百利工程科技股份有限公司,岳阳市岳阳经济技术开发区巴陵东路388号,,
百利纽泰克,天津市百利纽泰克电气科技有限公司,天津市北辰区科技园区环外拓展区高新大道68号,,
百利时,北京百利时能源技术股份有限公司,北京市昌平区未来科学城英才南一街5号院2号楼301室,,
百联,百联集团有限公司,中国（上海）自由贸易试验区张杨路501号19楼,,
百联股份,上海百联集团股份有限公司,中国(上海)自由贸易试验区张杨路501号11楼1101室,,
百联集团,百联集团,-,,
百联商业,上海世博百联商业有限公司,中国（上海）自由贸易试验区世博大道1368号,,
百林通信,上海百林通信网络科技服务股份有限公司,中国(上海)自由贸易试验区郭守敬路498号14幢22501-22511、22502-22512室,,
百灵天地,北京百灵天地环保科技股份有限公司,北京市西城区新街口外大街8号12幢428室(德胜园区),,
百龄国际,大庆市乐百龄国际康养基地有限公司,黑龙江省大庆高新区翔安大街8号新华联城A-S5号商服楼11号,,
百隆工程,广西百隆工程咨询有限公司,南宁市鲁班路85号御景蓝湾1号楼B单元1B0902号,,
百玛士能源,北京市一清百玛士绿色能源有限公司,北京市通州区台湖镇董村,,
百慕新材,天津中航百慕新材料技术有限公司,天津开发区西区夏青路17号,,
百能达普什汽车零部件,重庆百能达普什汽车零部件有限责任公司,重庆市两江新区康美街道礼洁路9号,,
百年科信,北京德信百年科技有限公司,北京市大兴区金星路12号院2号楼13层1608室,,
百年人寿,百年人寿保险股份有限公司,辽宁省大连市沙河口区体坛路22号诺德大厦21、22、23层#,,
百年人寿的,百年人寿保险股份有限公司,辽宁省大连市沙河口区体坛路22号诺德大厦21、22、23层#,,
百秋网络,上海百秋网络科技有限公司,上海市嘉定区真新街道金沙江路3131号5幢北区333室,,
百荣能源,东营百荣能源有限公司,东营市垦利区永兴小区花园路北商住楼东起第3户,,
百瑞翔,达孜县百瑞翔创业投资管理有限责任公司,西藏自治区拉萨市达孜县安居小区西侧三楼18-5号,,
百瑞信托,百瑞信托有限责任公司,郑州市郑东新区商务外环路10号中原广发金融大厦,,
百润股份,上海百润投资控股集团股份有限公司,上海市康桥工业区康桥东路558号,,
百润中国,百润(中国)有限公司,泉州市惠安县螺城镇城北工业路,,
百赛投资,南通百赛投资管理中心(有限合伙),海门市海门镇狮山路131号内8号房,,
百商科技,成都百商科技有限公司,成都市温江区花都大道西段9号融信智慧广场2幢1单元11层13号,,
百胜软件,上海百胜软件股份有限公司,上海市浦东新区上丰路700号9幢121室,,
百盛集团,百盛联合集团有限公司,浙江省温州市龙湾区永中街道永宁西路587号龙跃大厦1501室,,
百盛通投资,深圳市百盛通投资有限公司,深圳市罗湖区桂园街道大塘龙社区笋岗东路2121号华凯大厦1505,,
百盛药业,安徽百盛药业有限公司,太和县经济开发区富民路与兴业路交叉口（申报承诺）,,
百世开利网络,保定百世开利有线广播电视综合信息网络有限公司满城经营部,满城县中山路1号,,
百事达薄膜,中山百事达薄膜科技有限公司,中山市民众镇多宝工业园(轩狄拉架公司对面),,
百事通,上海百事通信息技术股份有限公司,上海市徐汇区宜山路1009号1801室,,
百事中国,百事(中国)有限公司,广州经济技术开发区金碧路金华二街3号,,
百视通,百视通网络电视技术发展有限责任公司,上海市长宁区长宁路1027号1008E座,,
百视通网络,百视通网络电视技术发展有限责任公司,上海市长宁区长宁路1027号1008E座,,
百视通网络电视技术发展有限公司,北京捷联视界传媒信息技术有限责任公司,北京市海淀区北四环西路58号理想国际大厦515室,,
百思得,北京百思得科技服务有限责任公司,北京市朝阳区酒仙桥北路5号1幢2层201-214室,,
百思买,百思买商业(上海)有限公司,上海市徐汇区漕溪北路88号第2007室,,
百思特医药,山东百思特医药有限公司,山东省淄博市张店区华光路58号中房大厦A座七层,,
百特莱德,北京百特莱德工程技术股份有限公司,北京市密云区经济开发区兴盛南路20号,,
百替汉唐投资发展有限公司,百替汉唐(北京)投资发展有限公司,北京市海淀区蓝靛厂东路2号院2号楼3单元(C座)2E,,
百通能源,江西百通能源股份有限公司,江西省南昌市南昌经济技术开发区双港西大街528号B座6层613室,,
百望,百望股份有限公司,北京市海淀区北清路81号一区1号楼14层15层,,
百维博锐,北京百维博锐贸易有限公司,北京市朝阳区金台里甲19号楼1至3层01-03,,
百文宝,北京深度量化机器人科技股份有限公司,北京市朝阳区酒仙桥东路9号院1号楼102(电子城科技园集中办公区130号),,
百祥制药,贵州百祥制药有限责任公司贵阳分公司,贵州省贵阳市云岩区北京路27号鑫都财富大厦13层A(1号、4号、5号房),,
百姓网,百姓网股份有限公司,上海市闵行区东川路555号戊楼1005室,,
百洋股份,百洋产业投资集团股份有限公司,南宁高新技术开发区高新四路9号,,
百洋海味,福州百洋海味食品有限公司,连江县百胜工业区（第二生产地址：连江县琯头镇竹岐村）（第三生产地址：连江县苔菉镇苔菉村）,,
百意万家,济宁市兖州区百意万家新能源有限公司,山东省济宁市兖州区新兖镇沈官屯村西,,
百意中医,江阴百意中医医院有限公司,江阴市丽岛华都1幢,,
百阅,上海百阅数字科技有限公司,上海市嘉定区嘉好路1690号6幢3081室,,
百卓网络,北京百卓网络技术有限公司,北京市海淀区地锦路5号3幢,,
佰才邦,北京佰才邦技术有限公司,北京市海淀区北清路81号一区1号楼9层、10层,,
佰富利（湖南）置业发展有限公司,佰富利(湖南)置业发展有限公司,长沙市岳麓区望城坡雷锋大道西侧祥和苑二楼,,
佰嘉药业,广东佰嘉药业有限公司,珠海市横琴新区宝华路6号105室-20476,,
佰金医疗,西安金佰润医疗器械有限公司,西安经济技术开发区草滩生态产业园绘锦园区正华区1栋5层西段,,
佰骏医疗,湖南省佰骏高科医疗投资管理有限公司,长沙经济技术开发区寿昌路1号办公楼二楼201—206室,,
佰迈腾,嘉兴佰迈腾新材料有限公司,嘉兴市乍浦经一路362弄17号,,
佰美基因,陕西佰美基因股份有限公司,陕西省西咸新区沣东新城协同创新港1号楼,,
佰美医药,西安佰美医药有限公司,西安市碑林区南院门伟业大厦A-9L,,
佰能达投资,深圳市佰能达投资有限公司,深圳市福田区福田街道福明路嘉汇新城汇商中心1906,,
