Sawed-Off | Snake Camo (Field-Tested),310777186,Sawed-Off | Snake Camo (Field-Tested),52
UMP-45 | Gunsmoke (Battle-Scarred),3666467351,UMP-45 | Gunsmoke (Battle-Scarred),14
SG 553 | Barricade (Minimal Wear),3664199865,SG 553 | Barricade (Minimal Wear),26
бя Butterfly Knife | Boreal Forest (Field-Tested),3662209612,\u2605 Butterfly Knife | Boreal Forest (Field-Tested),17
Tec-9 | Red Quartz (Minimal Wear),3667571523,Tec-9 | Red Quartz (Minimal Wear),71
Tec-9 | Army Mesh (Field-Tested),3667571370,Tec-9 | Army Mesh (Field-Tested),97
Desert Eagle | Bronze Deco (Field-Tested),937243362,Desert Eagle | Bronze Deco (Field-Tested),124
Sealed Graffiti | Quickdraw (Monarch Blue),1989285147,Sealed Graffiti | Quickdraw (Monarch Blue),3
PP-Bizon | High Roller (Field-Tested),3663179539,PP-Bizon | High Roller (Field-Tested),31
R8 Revolver | Grip (Minimal Wear),3667575464,R8 Revolver | Grip (Minimal Wear),46
XM1014 | Oxide Blaze (Minimal Wear),3667578237,XM1014 | Oxide Blaze (Minimal Wear),54
StatTrak PP-Bizon | Night Riot (Field-Tested),3666475306,StatTrak\u2122 PP-Bizon | Night Riot (Field-Tested),30
SG 553 | Aloha (Factory New),2735396411,SG 553 | Aloha (Factory New),374
Nova | Wild Six (Factory New),3667582844,Nova | Wild Six (Factory New),8
AWP | Worm God (Minimal Wear),937244168,AWP | Worm God (Minimal Wear),295
AK-47 | Fuel Injector (Factory New),1560600321,AK-47 | Fuel Injector (Factory New),20
M4A4 | The Emperor (Field-Tested),3606176194,M4A4 | The Emperor (Field-Tested),135
"StatTrak Music Kit | Roam, Backbone",2076473904,"StatTrak\u2122 Music Kit | Roam, Backbone",100
Sticker | Gold Web,,,261
AK-47 | Rat Rod (Field-Tested),3608087184,AK-47 | Rat Rod (Field-Tested),93
AWP | Man-o'-war (Minimal Wear),749242646,AWP | Man-o'-war (Minimal Wear),163
бя Bayonet | Urban Masked (Battle-Scarred),319669534,\u2605 Bayonet | Urban Masked (Battle-Scarred),2
Prisma Case,3662191149,Prisma Case,1492
Five-SeveN | Forest Night (Field-Tested),3667572011,Five-SeveN | Forest Night (Field-Tested),126
Dual Berettas | Stained (Field-Tested),310777288,Dual Berettas | Stained (Field-Tested),44
Sealed Graffiti | Keep the Change (Jungle Green),1989280258,Sealed Graffiti | Keep the Change (Jungle Green),17
Souvenir P90 | Sand Spray (Battle-Scarred),3668052114,Souvenir P90 | Sand Spray (Battle-Scarred),29
Sealed Graffiti | Tombstone (Jungle Green),3666468961,Sealed Graffiti | Tombstone (Jungle Green),18
Sealed Graffiti | Mr. Teeth (Tiger Orange),1989286390,Sealed Graffiti | Mr. Teeth (Tiger Orange),12
Sealed Graffiti | Eco (Frog Green),3667603214,Sealed Graffiti | Eco (Frog Green),8
Souvenir SCAR-20 | Sand Mesh (Battle-Scarred),2753009431,Souvenir SCAR-20 | Sand Mesh (Battle-Scarred),12
Sealed Graffiti | X-Axes (Jungle Green),1989315512,Sealed Graffiti | X-Axes (Jungle Green),9
Sealed Graffiti | X-Axes (Blood Red),3667595162,Sealed Graffiti | X-Axes (Blood Red),8
M4A4 | Buzz Kill (Field-Tested),3666467781,M4A4 | Buzz Kill (Field-Tested),172
XM1014 | Blue Steel (Minimal Wear),3667598294,XM1014 | Blue Steel (Minimal Wear),52
"StatTrak Music Kit | Scarlxrd: King, Scar",3667581016,"StatTrak\u2122 Music Kit | Scarlxrd: King, Scar",119
M4A4 | Buzz Kill (Minimal Wear),3006374331,M4A4 | Buzz Kill (Minimal Wear),155
Dual Berettas | Cobalt Quartz (Factory New),3667575206,Dual Berettas | Cobalt Quartz (Factory New),117
Glock-18 | Water Elemental (Minimal Wear),3667572516,Glock-18 | Water Elemental (Minimal Wear),173
бя Shadow Daggers | Urban Masked (Minimal Wear),3661340485,\u2605 Shadow Daggers | Urban Masked (Minimal Wear),2
бя Sport Gloves | Amphibious (Battle-Scarred),2737986499,\u2605 Sport Gloves | Amphibious (Battle-Scarred),8
StatTrak Glock-18 | Bunsen Burner (Field-Tested),1011935781,StatTrak\u2122 Glock-18 | Bunsen Burner (Field-Tested),25
StatTrak M4A1-S | Flashback (Well-Worn),3667585881,StatTrak\u2122 M4A1-S | Flashback (Well-Worn),12
StatTrak Negev | Lionfish (Field-Tested),3666483232,StatTrak\u2122 Negev | Lionfish (Field-Tested),6
Souvenir MAG-7 | Rust Coat (Factory New),,,18
Souvenir P250 | Facility Draft (Factory New),3666515521,Souvenir P250 | Facility Draft (Factory New),33
Sticker | BnTeT (Foil) | Berlin 2019,3664228123,Sticker | BnTeT (Foil) | Berlin 2019,117
M4A1-S | Hyper Beast (Minimal Wear),937754049,M4A1-S | Hyper Beast (Minimal Wear),22
AK-47 | Rat Rod (Field-Tested),3665305983,AK-47 | Rat Rod (Field-Tested),94
M4A1-S | Cyrex (Field-Tested),2691809159,M4A1-S | Cyrex (Field-Tested),27
AWP | Pit Viper (Minimal Wear),3666471585,AWP | Pit Viper (Minimal Wear),94
SSG 08 | Blood in the Water (Minimal Wear),3666467780,SSG 08 | Blood in the Water (Minimal Wear),11
AK-47 | Frontside Misty (Minimal Wear),2552076293,AK-47 | Frontside Misty (Minimal Wear),83
AUG | Chameleon (Factory New),360525578,AUG | Chameleon (Factory New),75
P90 | Nostalgia (Factory New),3667573451,P90 | Nostalgia (Factory New),19
AWP | Atheris (Minimal Wear),3667572817,AWP | Atheris (Minimal Wear),110
AWP | Neo-Noir (Factory New),3665309543,AWP | Neo-Noir (Factory New),154
AWP | Fever Dream (Minimal Wear),3667572819,AWP | Fever Dream (Minimal Wear),61
AWP | Neo-Noir (Battle-Scarred),3665356461,AWP | Neo-Noir (Battle-Scarred),2
AUG | Condemned (Minimal Wear),3667576845,AUG | Condemned (Minimal Wear),54
MP9 | Orange Peel (Minimal Wear),3667581003,MP9 | Orange Peel (Minimal Wear),102
StatTrak Five-SeveN | Angry Mob (Field-Tested),3667595776,StatTrak\u2122 Five-SeveN | Angry Mob (Field-Tested),18
Sealed Graffiti | Little Crown (Jungle Green),3667585573,Sealed Graffiti | Little Crown (Jungle Green),9
AWP | Sun in Leo (Minimal Wear),3668300340,AWP | Sun in Leo (Minimal Wear),77
M4A4 | Magnesium (Minimal Wear),3663179235,M4A4 | Magnesium (Minimal Wear),110
Galil AR | Stone Cold (Minimal Wear),1310008094,Galil AR | Stone Cold (Minimal Wear),15
M4A4 | Bullet Rain (Field-Tested),3024517923,M4A4 | Bullet Rain (Field-Tested),15
бя Driver Gloves | Racing Green (Field-Tested),3666472684,\u2605 Driver Gloves | Racing Green (Field-Tested),10
AK-47 | Emerald Pinstripe (Field-Tested),469457057,AK-47 | Emerald Pinstripe (Field-Tested),84
AWP | PAW (Field-Tested),3661170808,AWP | PAW (Field-Tested),218
P2000 | Corticera (Minimal Wear),,,5
Sealed Graffiti | Death Sentence (Shark White),1989345795,Sealed Graffiti | Death Sentence (Shark White),12
StatTrak AWP | Electric Hive (Factory New),3667161829,StatTrak\u2122 AWP | Electric Hive (Factory New),26
бя Gut Knife | Gamma Doppler (Factory New),1815702120,\u2605 Gut Knife | Gamma Doppler (Factory New),16
Nova | Wild Six (Minimal Wear),3667571797,Nova | Wild Six (Minimal Wear),25
AK-47 | Neon Rider (Minimal Wear),2962320834,AK-47 | Neon Rider (Minimal Wear),68
Sticker | RUSH | London 2018,3002904324,Sticker | RUSH | London 2018,16
бя Navaja Knife | Doppler (Factory New),3667994534,\u2605 Navaja Knife | Doppler (Factory New),17
Operator | FBI SWAT,3608084119,Operator | FBI SWAT,52
Buckshot | NSWC SEAL,3664198818,Buckshot | NSWC SEAL,25
Michael Syfers  | FBI Sniper,3608084982,Michael Syfers  | FBI Sniper,29
Ground Rebel  | Elite Crew,3664200161,Ground Rebel  | Elite Crew,175
Sealed Graffiti | BEEP (Desert Amber),3666479459,Sealed Graffiti | BEEP (Desert Amber),2
Galil AR | Eco (Field-Tested),2728984097,Galil AR | Eco (Field-Tested),52
AWP | Lightning Strike (Factory New),3583083924,AWP | Lightning Strike (Factory New),108
P250 | Asiimov (Field-Tested),3132498113,P250 | Asiimov (Field-Tested),68
Five-SeveN | Monkey Business (Field-Tested),3667581175,Five-SeveN | Monkey Business (Field-Tested),92
AK-47 | Case Hardened (Field-Tested),310779955,AK-47 | Case Hardened (Field-Tested),135
USP-S | Road Rash (Field-Tested),3662192647,USP-S | Road Rash (Field-Tested),15
AWP | Graphite (Factory New),3663576528,AWP | Graphite (Factory New),121
Tec-9 | VariCamo (Minimal Wear),310777678,Tec-9 | VariCamo (Minimal Wear),13
Sticker | Eco Rush,3667598238,Sticker | Eco Rush,4
Nova | Sand Dune (Battle-Scarred),3667580398,Nova | Sand Dune (Battle-Scarred),16
PP-Bizon | Antique (Minimal Wear),3667619214,PP-Bizon | Antique (Minimal Wear),8
AUG | Bengal Tiger (Minimal Wear),3667582519,AUG | Bengal Tiger (Minimal Wear),16
AK-47 | Jet Set (Field-Tested),520019490,AK-47 | Jet Set (Field-Tested),4
FAMAS | Mecha Industries (Minimal Wear),3576011909,FAMAS | Mecha Industries (Minimal Wear),125
Sealed Graffiti | Jump Shot (Shark White),1989317897,Sealed Graffiti | Jump Shot (Shark White),12
StatTrak SSG 08 | Dark Water (Minimal Wear),3668415359,StatTrak\u2122 SSG 08 | Dark Water (Minimal Wear),18
AK-47 | Vulcan (Field-Tested),,,106
M4A4 | Mainframe (Factory New),3035591948,M4A4 | Mainframe (Factory New),63
M4A4 | Asiimov (Field-Tested),310777979,M4A4 | Asiimov (Field-Tested),133
бя M9 Bayonet | Doppler (Factory New),720469187,\u2605 M9 Bayonet | Doppler (Factory New),83
AWP | Fever Dream (Factory New),3667573512,AWP | Fever Dream (Factory New),94
бя Butterfly Knife | Marble Fade (Factory New),2221662996,\u2605 Butterfly Knife | Marble Fade (Factory New),51
M4A4 | Magnesium (Minimal Wear),3663179235,M4A4 | Magnesium (Minimal Wear),110
USP-S | Cortex (Field-Tested),3663178193,USP-S | Cortex (Field-Tested),170
AWP | Asiimov (Battle-Scarred),360499019,AWP | Asiimov (Battle-Scarred),128
P250 | Nevermore (Minimal Wear),3189547685,P250 | Nevermore (Minimal Wear),47
R8 Revolver | Memento (Factory New),3667594298,R8 Revolver | Memento (Factory New),21
CZ75-Auto | Pole Position (Field-Tested),937251514,CZ75-Auto | Pole Position (Field-Tested),54
Sticker | Web Stuck (Holo),3608083934,Sticker | Web Stuck (Holo),310
бя Hand Wraps | Leather (Field-Tested),3666480906,\u2605 Hand Wraps | Leather (Field-Tested),35
бя Classic Knife,3662194640,\u2605 Classic Knife,11
Dragomir | Sabre,3608084818,Dragomir | Sabre,67
Sticker | VINI (Foil) | Berlin 2019,3665350927,Sticker | VINI (Foil) | Berlin 2019,2
AK-47 | Vulcan (Factory New),3665922842,AK-47 | Vulcan (Factory New),90
Desert Eagle | Kumicho Dragon (Minimal Wear),3331342776,Desert Eagle | Kumicho Dragon (Minimal Wear),56
Ground Rebel  | Elite Crew,3608084516,Ground Rebel  | Elite Crew,174
AK-47 | Fire Serpent (Field-Tested),310779465,AK-47 | Fire Serpent (Field-Tested),63
StatTrak USP-S | Stainless (Field-Tested),3666523444,StatTrak\u2122 USP-S | Stainless (Field-Tested),46
бя Moto Gloves | Spearmint (Field-Tested),2076503795,\u2605 Moto Gloves | Spearmint (Field-Tested),47
Sticker | Gold Web,3608083945,Sticker | Gold Web,260
Glock-18 | Catacombs (Factory New),3660124028,Glock-18 | Catacombs (Factory New),81
P90 | Grim (Battle-Scarred),3564137459,P90 | Grim (Battle-Scarred),24
XM1014 | Ziggy (Field-Tested),,,43
Souvenir AUG | Sweeper (Field-Tested),3667873208,Souvenir AUG | Sweeper (Field-Tested),92
Spectrum Case,3667571326,Spectrum Case,1537
Sticker | wayLander | Krakow 2017,2416963786,Sticker | wayLander | Krakow 2017,12
Glock-18 | Off World (Factory New),2531852682,Glock-18 | Off World (Factory New),84
Sticker | hutji | Krakow 2017,3667918475,Sticker | hutji | Krakow 2017,32
AWP | PAW (Field-Tested),3485894339,AWP | PAW (Field-Tested),217
G3SG1 | Violet Murano (Factory New),3663188657,G3SG1 | Violet Murano (Factory New),7
Negev | Desert-Strike (Factory New),3667598083,Negev | Desert-Strike (Factory New),45
AK-47 | Bloodsport (Minimal Wear),3668302338,AK-47 | Bloodsport (Minimal Wear),110
Sticker | Vigilance,3667584573,Sticker | Vigilance,4
Five-SeveN | Silver Quartz (Factory New),310785361,Five-SeveN | Silver Quartz (Factory New),14
Gamma 2 Case,1923037342,Gamma 2 Case,798
R8 Revolver | Reboot (Factory New),3667574002,R8 Revolver | Reboot (Factory New),28
Sealed Graffiti | Easy Peasy,3661202757,Sealed Graffiti | Easy Peasy,23
AK-47 | Frontside Misty (Field-Tested),3664203438,AK-47 | Frontside Misty (Field-Tested),146
P90 | Module (Factory New),506854340,P90 | Module (Factory New),85
M4A1-S | Nitro (Field-Tested),2675540942,M4A1-S | Nitro (Field-Tested),114
"Music Kit | Noisia, Sharpened",3667602275,"Music Kit | Noisia, Sharpened",9
"Music Kit | Austin Wintory, Desert Fire",3667573829,"Music Kit | Austin Wintory, Desert Fire",24
CZ75-Auto | Imprint (Battle-Scarred),3667577839,CZ75-Auto | Imprint (Battle-Scarred),24
"Music Kit | Darude, Moments CSGO",3663185992,"Music Kit | Darude, Moments CSGO",41
Sealed Graffiti | Kawaii Killer CT,3667723426,Sealed Graffiti | Kawaii Killer CT,3
Sticker | Basilisk,3661175749,Sticker | Basilisk,29
Sealed Graffiti | Unicorn,3667586986,Sealed Graffiti | Unicorn,9
"StatTrak Music Kit | Austin Wintory, Desert Fire",3667604570,"StatTrak\u2122 Music Kit | Austin Wintory, Desert Fire",21
Sticker | Boris,,,41
Dual Berettas | Hemoglobin (Minimal Wear),3663184487,Dual Berettas | Hemoglobin (Minimal Wear),2
"StatTrak Music Kit | Ian Hultquist, Lion's Mouth",3667586769,"StatTrak\u2122 Music Kit | Ian Hultquist, Lion's Mouth",9
Perfect World Sticker Capsule 1,3667585568,Perfect World Sticker Capsule 1,16
Feral Predators Capsule,3667577970,Feral Predators Capsule,45
"Music Kit | Daniel Sadowski, Total Domination",3666470074,"Music Kit | Daniel Sadowski, Total Domination",83
AUG | Chameleon (Minimal Wear),3657737730,AUG | Chameleon (Minimal Wear),92
AUG | Contractor (Field-Tested),310776590,AUG | Contractor (Field-Tested),32
G3SG1 | Jungle Dashed (Battle-Scarred),310778440,G3SG1 | Jungle Dashed (Battle-Scarred),26
бя StatTrak Butterfly Knife | Doppler (Factory New),2224357604,\u2605 StatTrak\u2122 Butterfly Knife | Doppler (Factory New),9
Sticker | NiKo | Berlin 2019,3485689221,Sticker | NiKo | Berlin 2019,105
AWP | Containment Breach (Minimal Wear),3666467165,AWP | Containment Breach (Minimal Wear),21
USP-S | Orion (Minimal Wear),469467523,USP-S | Orion (Minimal Wear),32
Five-SeveN | Angry Mob (Factory New),3661364393,Five-SeveN | Angry Mob (Factory New),17
Operator | FBI SWAT,3662191058,Operator | FBI SWAT,52
R8 Revolver | Memento (Field-Tested),3608084967,R8 Revolver | Memento (Field-Tested),35
M249 | Jungle (Well-Worn),3608084865,M249 | Jungle (Well-Worn),15
бя StatTrak Paracord Knife | Case Hardened (Minimal Wear),3603741669,\u2605 StatTrak\u2122 Paracord Knife | Case Hardened (Minimal Wear),1
Desert Eagle | Light Rail (Minimal Wear),3667574036,Desert Eagle | Light Rail (Minimal Wear),110
Desert Eagle | Code Red (Field-Tested),3665458549,Desert Eagle | Code Red (Field-Tested),30
бя Karambit,312711542,\u2605 Karambit,15
AK-47 | Elite Build (Factory New),3667576238,AK-47 | Elite Build (Factory New),75
Sawed-Off | Forest DDPAT (Minimal Wear),3667577438,Sawed-Off | Forest DDPAT (Minimal Wear),16
Sealed Graffiti | Jump Shot (Monster Purple),1989348839,Sealed Graffiti | Jump Shot (Monster Purple),12
Sealed Graffiti | Toasted (Monster Purple),1989288246,Sealed Graffiti | Toasted (Monster Purple),6
Sealed Graffiti | Worry (Wire Blue),1989286675,Sealed Graffiti | Worry (Wire Blue),11
Sealed Graffiti | Toasted (Tiger Orange),,,13
MP7 | Powercore (Well-Worn),3667619042,MP7 | Powercore (Well-Worn),6
UMP-45 | Moonrise (Factory New),3220791989,UMP-45 | Moonrise (Factory New),120
MAG-7 | Popdog (Field-Tested),3667572263,MAG-7 | Popdog (Field-Tested),51
Dual Berettas | Emerald (Factory New),3666130323,Dual Berettas | Emerald (Factory New),19
Desert Eagle | Bronze Deco (Factory New),937245651,Desert Eagle | Bronze Deco (Factory New),223
Souvenir Galil AR | Hunting Blind (Factory New),3655254571,Souvenir Galil AR | Hunting Blind (Factory New),50
Tec-9 | Bamboo Forest (Factory New),3664680420,Tec-9 | Bamboo Forest (Factory New),62
StatTrak USP-S | Guardian (Factory New),3666478764,StatTrak\u2122 USP-S | Guardian (Factory New),53
FAMAS | Valence (Minimal Wear),3667579687,FAMAS | Valence (Minimal Wear),49
Souvenir MP9 | Hot Rod (Factory New),2140896767,Souvenir MP9 | Hot Rod (Factory New),81
SG 553 | Cyrex (Field-Tested),3667581840,SG 553 | Cyrex (Field-Tested),28
AK-47 | Safari Mesh (Minimal Wear),310779091,AK-47 | Safari Mesh (Minimal Wear),236
Sawed-Off | Limelight (Factory New),3666492591,Sawed-Off | Limelight (Factory New),9
MAC-10 | Carnivore (Factory New),3667580063,MAC-10 | Carnivore (Factory New),9
Souvenir Five-SeveN | Hot Shot (Minimal Wear),3666364374,Souvenir Five-SeveN | Hot Shot (Minimal Wear),35
Souvenir MP9 | Storm (Minimal Wear),3668200958,Souvenir MP9 | Storm (Minimal Wear),87
USP-S | Neo-Noir (Field-Tested),3667571740,USP-S | Neo-Noir (Field-Tested),55
Souvenir Sawed-Off | Amber Fade (Factory New),3282612332,Souvenir Sawed-Off | Amber Fade (Factory New),7
Souvenir Glock-18 | Nuclear Garden (Minimal Wear),3206511612,Souvenir Glock-18 | Nuclear Garden (Minimal Wear),11
FAMAS | Commemoration (Factory New),3667587523,FAMAS | Commemoration (Factory New),37
Five-SeveN | Buddy (Factory New),3661182494,Five-SeveN | Buddy (Factory New),25
SG 553 | Colony IV (Field-Tested),3608084159,SG 553 | Colony IV (Field-Tested),60
SG 553 | Colony IV (Minimal Wear),3664202538,SG 553 | Colony IV (Minimal Wear),59
бя M9 Bayonet | Fade (Factory New),3664200052,\u2605 M9 Bayonet | Fade (Factory New),20
AUG | Momentum (Minimal Wear),3602693868,AUG | Momentum (Minimal Wear),72
AWP | Fever Dream (Minimal Wear),,,58
M4A4 | Neo-Noir (Field-Tested),3662193701,M4A4 | Neo-Noir (Field-Tested),217
Negev | Bulkhead (Factory New),3663186196,Negev | Bulkhead (Factory New),119
M4A1-S | Hyper Beast (Field-Tested),3664534567,M4A1-S | Hyper Beast (Field-Tested),43
FAMAS | Roll Cage (Minimal Wear),1934455072,FAMAS | Roll Cage (Minimal Wear),35
AUG | Contractor (Well-Worn),310781718,AUG | Contractor (Well-Worn),10
Danger Zone Case,3106076656,Danger Zone Case,3339
Galil AR | Cold Fusion (Factory New),3035572747,Galil AR | Cold Fusion (Factory New),37
бя Hand Wraps | Leather (Field-Tested),3666480906,\u2605 Hand Wraps | Leather (Field-Tested),34
P2000 | Urban Hazard (Field-Tested),3667573687,P2000 | Urban Hazard (Field-Tested),77
Sealed Graffiti | Chef Kiss (Shark White),3608085343,Sealed Graffiti | Chef Kiss (Shark White),12
XM1014 | Slipstream (Factory New),1934449234,XM1014 | Slipstream (Factory New),48
M4A1-S | Decimator (Well-Worn),2220948961,M4A1-S | Decimator (Well-Worn),3
бя Karambit | Forest DDPAT (Field-Tested),3663870694,\u2605 Karambit | Forest DDPAT (Field-Tested),8
Five-SeveN | Fowl Play (Minimal Wear),3667584124,Five-SeveN | Fowl Play (Minimal Wear),10
StatTrak P250 | X-Ray (Minimal Wear),3575043435,StatTrak\u2122 P250 | X-Ray (Minimal Wear),10
M4A4 | Urban DDPAT (Field-Tested),310777185,M4A4 | Urban DDPAT (Field-Tested),311
PP-Bizon | Night Riot (Minimal Wear),2735408045,PP-Bizon | Night Riot (Minimal Wear),32
StatTrak MP9 | Capillary (Field-Tested),3667575256,StatTrak\u2122 MP9 | Capillary (Field-Tested),34
P90 | Traction (Minimal Wear),3660116975,P90 | Traction (Minimal Wear),164
Five-SeveN | Coolant (Minimal Wear),3035568564,Five-SeveN | Coolant (Minimal Wear),15
AUG | Chameleon (Minimal Wear),3657737730,AUG | Chameleon (Minimal Wear),93
M4A4 | Desert-Strike (Field-Tested),506865564,M4A4 | Desert-Strike (Field-Tested),10
P250 | See Ya Later (Field-Tested),3667570881,P250 | See Ya Later (Field-Tested),74
StatTrak AWP | Man-o'-war (Minimal Wear),2255459890,StatTrak\u2122 AWP | Man-o'-war (Minimal Wear),26
AWP | Asiimov (Field-Tested),3664297314,AWP | Asiimov (Field-Tested),405
P2000 | Imperial (Minimal Wear),,,44
Galil AR | Tornado (Field-Tested),3608083942,Galil AR | Tornado (Field-Tested),25
